StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Demographic_Q1,Demographic_Q2,Demographic_Q3,Demographic_Q4,Demographic_Q5,Demographic_Q6,WHO_Q1,WHO_Q2,WHO_Q3,WHO_Q4,WHO_Q5,PEB_Q1,PEB_Q2,PEB_Q3,PEB_Q4,PEB_Q5,PEB_Q6,PEB_Q7,PEB_Q8,PEB_Q9,PEB_Q10,PEB_Q11,PEB_Q12,PEB_Q13,NR_Q1,NR_Q2,NR_Q3,NR_Q4,NR_Q5,NR_Q6,NR_Q7,NR_Q8,NR_Q9,NR_Q10,NR_Q11,NR_Q12,NR_Q13,NR_Q14,NR_Q15,NR_Q16,NR_Q17,NR_Q18,NR_Q19,NR_Q20,NR_Q21
21/02/2024 11:35,21/02/2024 11:38,100,156,TRUE,21/02/2024 11:38,R_45vnplNG8SJGt5n,18,Woman,Suburb near a large city,Student,2,Over 6 hours,Most of the time,More than half of the time,More than half of the time,More than half of the time,More than half of the time,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Often,Often,Often,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little
21/02/2024 13:58,21/02/2024 14:02,100,269,TRUE,21/02/2024 14:02,R_2Fn5MkNguEz5Chi,19,Man,Suburb near a large city,Student,,4 hours,More than half of the time,Less than half of the time,Less than half of the time,More than half of the time,Less than half of the time,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Very often,Very often,Very often,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little
21/02/2024 15:48,21/02/2024 15:52,100,246,TRUE,21/02/2024 15:52,R_7ETqT0zdXyvMV38,18,Woman,Small city or town,Student,3,3 hours,More than half of the time,Some of the time,Less than half of the time,Some of the time,Less than half of the time,Occasionally,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Often,Very often,Often,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little
22/02/2024 00:46,22/02/2024 00:51,100,291,TRUE,22/02/2024 00:51,R_7kRY5HWfhhSRsFL,19,Woman,Small city or town,Student,3,5 hours,Less than half of the time,Some of the time,Some of the time,At no time,More than half of the time,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Very often,Occasionally,Occasionally,Agree a little,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little
22/02/2024 12:01,22/02/2024 12:06,100,288,TRUE,22/02/2024 12:06,R_5d9XuOdiRLZhoSj,19,Woman,Suburb near a large city,Student,5,Over 6 hours,Most of the time,Most of the time,Most of the time,More than half of the time,Most of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
22/02/2024 12:52,22/02/2024 12:54,100,131,TRUE,22/02/2024 12:54,R_2jMUGlnZQbCCwMh,19,Woman,Rural area,Student,7,30 minutes - 1 hour,Some of the time,Less than half of the time,At no time,Less than half of the time,More than half of the time,Rarely,Rarely,Often,Often,Occasionally,Very often,Occasionally,Rarely,Often,Very often,,Occasionally,Occasionally,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little
22/02/2024 13:01,22/02/2024 13:04,100,200,TRUE,22/02/2024 13:04,R_3MrnY9jvm6GmL61,19,Woman,Suburb near a large city,Student,2,Up to 2 hours,More than half of the time,Some of the time,Some of the time,Less than half of the time,Less than half of the time,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Often,Occasionally,Rarely,Agree a little,Disagree strongly,Disagree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree
22/02/2024 15:50,22/02/2024 15:54,100,287,TRUE,22/02/2024 15:54,R_2g6zBhRzqRkukmJ,28,Woman,Suburb near a large city,Other,2,Over 6 hours,Most of the time,More than half of the time,Less than half of the time,Less than half of the time,Less than half of the time,Never,Never,Occasionally,Never,Occasionally,Never,Rarely,Very often,Rarely,Rarely,Very often,Occasionally,Often,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree
22/02/2024 16:49,22/02/2024 16:55,100,366,TRUE,22/02/2024 16:55,R_2mVSTxmQda4ldMl,18,Woman,Rural area,Student,2,Over 6 hours,More than half of the time,Less than half of the time,Some of the time,Some of the time,All the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree a little
22/02/2024 18:55,22/02/2024 19:00,100,264,TRUE,22/02/2024 19:00,R_2iKENaSAdcVLYBe,21,Man,Small city or town,Student,2,5 hours,Less than half of the time,Less than half of the time,Some of the time,Some of the time,Less than half of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,Occasionally,Rarely,Agree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little
22/02/2024 20:01,22/02/2024 20:05,100,245,TRUE,22/02/2024 20:05,R_3PV6i2DTP9niQb7,21,Man,Large city,Student,2,2 hours,Some of the time,At no time,Some of the time,At no time,Some of the time,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Very often,Occasionally,Often,Neither agree nor disagree,Disagree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree a little
22/02/2024 20:19,22/02/2024 20:23,100,209,TRUE,22/02/2024 20:23,R_2av2SsJZlC7nsm5,19,Man,Small city or town,Student,,Over 6 hours,All the time,All the time,Most of the time,Most of the time,Most of the time,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Very often,Very often,Often,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree a little
22/02/2024 20:28,22/02/2024 20:31,100,182,TRUE,22/02/2024 20:31,R_2C14kW4aEWJble5,18,Woman,Suburb near a large city,Student,2,3 hours,Most of the time,Most of the time,More than half of the time,Less than half of the time,More than half of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Very often,Occasionally,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree a little,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree strongly
22/02/2024 20:35,22/02/2024 20:51,100,921,TRUE,22/02/2024 20:51,R_2YQJvwmXUb5eI7v,18,Woman,Large city,Student,2,Over 6 hours,More than half of the time,More than half of the time,More than half of the time,Some of the time,More than half of the time,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Occasionally,Rarely,Rarely,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree strongly,Disagree a little
22/02/2024 22:20,22/02/2024 22:27,100,369,TRUE,22/02/2024 22:27,R_6VlLzgq8JQf6NtL,18,Woman,Large city,Student,,Over 6 hours,Most of the time,Some of the time,Less than half of the time,Some of the time,More than half of the time,Rarely,Never,Never,Occasionally,Never,Occasionally,Rarely,Rarely,Never,Never,Very often,Very often,Often,Agree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly
22/02/2024 22:24,22/02/2024 22:31,100,403,TRUE,22/02/2024 22:31,R_4Vyq7wALmFroO3L,18,Woman,Large city,Student,5,Over 6 hours,More than half of the time,More than half of the time,Less than half of the time,Some of the time,More than half of the time,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Very often,Rarely,Occasionally,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree a little,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree
22/02/2024 22:48,22/02/2024 22:56,100,477,TRUE,22/02/2024 22:56,R_3kqgIx4KPzmZF3P,18,Woman,Suburb near a large city,Student,2,Over 6 hours,Most of the time,Most of the time,Most of the time,Some of the time,More than half of the time,Rarely,Occasionally,Occasionally,Never,Occasionally,Rarely,Very often,Very often,Occasionally,Rarely,Very often,Very often,Very often,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,,Disagree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree
22/02/2024 22:58,22/02/2024 23:02,100,224,TRUE,22/02/2024 23:02,R_7nPDO8YqahKUoz7,20,Woman,Small city or town,Student,1,4 hours,Some of the time,Less than half of the time,More than half of the time,More than half of the time,Some of the time,Often,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Agree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree a little
23/02/2024 00:02,23/02/2024 00:06,100,241,TRUE,23/02/2024 00:06,R_37a701zVeTkjy0N,18,Man,Small city or town,Student,0,Over 6 hours,Most of the time,Most of the time,Less than half of the time,More than half of the time,Most of the time,Never,Never,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Never,Never,Often,Occasionally,Occasionally,Disagree a little,Agree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree strongly,Disagree a little,Agree a little,Agree a little
23/02/2024 00:54,23/02/2024 00:58,100,256,TRUE,23/02/2024 00:58,R_7kA5CZw3U9ALF6o,20,Woman,Large city,Student,4,Up to 2 hours,Less than half of the time,More than half of the time,Less than half of the time,Some of the time,Some of the time,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Occasionally,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree a little
19/02/2024 16:20,19/02/2024 16:36,94,933,FALSE,26/02/2024 16:36,R_2fisBlhQJyoINZy,56,Man,Small city or town,Employed,4,4 hours,Less than half of the time,Some of the time,Some of the time,At no time,Less than half of the time,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Very often,Very often,Very often,Agree a little,Disagree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly
21/02/2024 18:00,21/02/2024 18:44,94,2671,FALSE,27/02/2024 14:50,R_3gSf631X3rDCg88,19,Woman,Small city or town,Student,2,Over 6 hours,Most of the time,More than half of the time,More than half of the time,More than half of the time,Most of the time,Rarely,Never,Often,Rarely,Often,Rarely,Very often,Never,Never,Never,Very often,Occasionally,Often,Agree strongly,Disagree strongly,Disagree strongly,Agree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree
